name,featuredFilm,year,role,wikiLink,wikiImageLink
Cape Dogs,The Lion King,1994,villain,https://disney.fandom.com/wiki/Cape_Dogs,https://static.wikia.nocookie.net/disney/images/c/c8/Cape_Dogs.PNG/revision/latest?cb=20180627220637
The Hyena Clan,The Lion King,1994,villain,https://disney.fandom.com/wiki/The_Hyena_Clan,https://static.wikia.nocookie.net/disney/images/9/9d/Jock_in_The_Lion_King.jpg/revision/latest?cb=20170316034221
"Shenzi, Banzai, and Ed",The Lion King,1994,villain,"https://disney.fandom.com/wiki/Shenzi,_Banzai,_and_Ed",https://static.wikia.nocookie.net/disney/images/b/b3/Lionking-disneyscreencaps.com-2439.jpg/revision/latest?cb=20190720053112
Woody,Toy Story,1995,protagonist,https://disney.fandom.com/wiki/Woody,https://static.wikia.nocookie.net/disney/images/2/22/Profile_-_Woody.jpeg/revision/latest?cb=20200711052417
Buzz Lightyear,Toy Story,1995,protagonist,https://disney.fandom.com/wiki/Buzz_Lightyear,https://static.wikia.nocookie.net/disney/images/7/74/Profile_-_Buzz_Lightyear.jpeg/revision/latest?cb=20190623020017
Mr. Potato Head,Toy Story,1995,heroes,https://disney.fandom.com/wiki/Mr._Potato_Head,https://static.wikia.nocookie.net/disney/images/5/55/Profile_-_Mr._Potato_Head.jpeg
Slinky Dog,Toy Story,1995,heroes,https://disney.fandom.com/wiki/Slinky_Dog,https://static.wikia.nocookie.net/disney/images/a/ac/Profile_-_Slinky_Dog.jpeg
Rex,Toy Story,1995,protagonist,https://disney.fandom.com/wiki/Rex,https://static.wikia.nocookie.net/disney/images/5/56/Profile_-_Rex.jpeg/revision/latest?cb=20190313050619
Bo Peep,Toy Story,1995,heroine,https://disney.fandom.com/wiki/Bo_Peep,https://static.wikia.nocookie.net/disney/images/3/30/Profile_-_Bo_Peep.jpeg
Andy Davis,Toy Story,1995,character,https://disney.fandom.com/wiki/Andy_Davis,https://static.wikia.nocookie.net/disney/images/0/04/Andy_medium.png/revision/latest?cb=20230915203240
Molly Davis,Toy Story,1995,character,https://disney.fandom.com/wiki/Molly_Davis,https://static.wikia.nocookie.net/disney/images/a/ab/Profile_-_Molly_Davis.png/revision/latest?cb=20230915203429
Sid Phillips,Toy Story,1995,villain,https://disney.fandom.com/wiki/Sid_Phillips,https://static.wikia.nocookie.net/disney/images/4/4c/Profile_-_Sid_Phillips.jpg/revision/latest?cb=20190317073407
Sarge,Toy Story,1995,heroes,https://disney.fandom.com/wiki/Sarge_(Toy_Story),https://static.wikia.nocookie.net/disney/images/f/fc/Profile_-_Sarge.jpg/revision/latest?cb=20190701122500
Andy's Mom,Toy Story,1995,character,https://disney.fandom.com/wiki/Mrs._Davis,https://static.wikia.nocookie.net/disney/images/d/db/Toy_story_3_24.jpg/revision/latest?cb=20101226031607
Hannah Phillips,Toy Story,1995,character,https://disney.fandom.com/wiki/Hannah_Phillips,https://static.wikia.nocookie.net/disney/images/6/65/Profile_-_Hannah_Phillips.jpg/revision/latest?cb=20190701124105
Jessie,Toy Story,1995,protagonist,https://disney.fandom.com/wiki/Jessie,https://static.wikia.nocookie.net/disney/images/1/11/Profile_-_Jessie.jpeg/revision/latest?cb=20190313152740
Stinky Pete the Prospector,Toy Story,1995,villain,https://disney.fandom.com/wiki/Stinky_Pete,https://static.wikia.nocookie.net/disney/images/e/e3/Profile_-_Stinky_Pete.jpeg/revision/latest?cb=20210722164946
Al McWhiggin,Toy Story,1995,character,https://disney.fandom.com/wiki/Al_McWhiggin,https://static.wikia.nocookie.net/disney/images/c/cd/Toy_Story_2_-_Al_on_Phone.jpg/revision/latest?cb=20240212010543
Mrs. Potato Head,Toy Story,1995,character,https://disney.fandom.com/wiki/Mrs._Potato_Head,https://static.wikia.nocookie.net/disney/images/2/20/Profile_-_Mrs._Potato_Head.jpeg/revision/latest?cb=20190313051049
Bullseye,Toy Story,1995,heroes,https://disney.fandom.com/wiki/Bullseye,https://static.wikia.nocookie.net/disney/images/d/d9/Profile_-_Bullseye.png
Buster,Toy Story,1995,heroes,https://disney.fandom.com/wiki/Buster_(Toy_Story),https://static.wikia.nocookie.net/disney/images/f/f6/Buster_%28Toy_Story%29.jpg/revision/latest?cb=20181130155858
Wheezy,Toy Story,1995,character,https://disney.fandom.com/wiki/Wheezy,https://static.wikia.nocookie.net/disney/images/d/d2/Wheezy_Toy_Story.png/revision/latest?cb=20160603131754
Heimlich,Toy Story,1995,heroines,https://disney.fandom.com/wiki/Circus_Bugs#Heimlich,https://static.wikia.nocookie.net/disney/images/7/75/Profile_-_Circus_Bugs.png/revision/latest?cb=20220405220227
Tour Guide Barbie,Toy Story,1995,character,https://disney.fandom.com/wiki/Tour_Guide_Barbie,https://static.wikia.nocookie.net/disney/images/6/60/Profile_-_Tour_Guide_Barbie.jpg/revision/latest?cb=20200621120444
Emperor Zurg,Toy Story,1995,villain,https://disney.fandom.com/wiki/Emperor_Zurg,https://static.wikia.nocookie.net/disney/images/c/c5/Toy-story2-disneyscreencaps.com-8243.jpg/revision/latest?cb=20130508003153
Geri,Toy Story,1995,protagonist,https://disney.fandom.com/wiki/Geri,https://static.wikia.nocookie.net/disney/images/4/48/Geri.jpg/revision/latest?cb=20160331183048
Little Green Men,Toy Story,1995,heroes,https://disney.fandom.com/wiki/Little_Green_Men,https://static.wikia.nocookie.net/disney/images/c/cb/Profile_-_Little_Green_Men.jpg
Red Rock 'Em Sock 'Em Robot,Toy Story,1995,character,https://disney.fandom.com/wiki/Rock_%27Em_Sock_%27Em_Robots,https://static.wikia.nocookie.net/disney/images/b/bc/Rockemsockemrobots.jpg.jpg/revision/latest?cb=20211104143932
Blue Rock 'Em Sock 'Em Robot,Toy Story,1995,character,https://disney.fandom.com/wiki/Rock_%27Em_Sock_%27Em_Robots,https://static.wikia.nocookie.net/disney/images/b/bc/Rockemsockemrobots.jpg.jpg/revision/latest?cb=20211104143932
Lots-o'-Huggin' Bear,Toy Story,1995,villain,https://disney.fandom.com/wiki/Lots-o%27-Huggin%27_Bear,https://static.wikia.nocookie.net/disney/images/3/30/Profile_-_Lots-o%27-Huggin%27_Bear.jpg/revision/latest?cb=20190313160702
Ken,Toy Story,1995,villain,https://disney.fandom.com/wiki/Ken,https://static.wikia.nocookie.net/disney/images/3/33/Profile_-_Ken.png/revision/latest?cb=20190320130231
Barbie,Toy Story,1995,heroine,https://disney.fandom.com/wiki/Barbie,https://static.wikia.nocookie.net/disney/images/5/56/Profile_-_Barbie.png
Bonnie Anderson,Toy Story,1995,character,https://disney.fandom.com/wiki/Bonnie_Anderson,https://static.wikia.nocookie.net/disney/images/8/81/Profile_-_Bonnie_Anderson.png/revision/latest?cb=20230915203204
Aliens,Toy Story,1995,heroes,https://disney.fandom.com/wiki/Little_Green_Men,https://static.wikia.nocookie.net/disney/images/c/cb/Profile_-_Little_Green_Men.jpg/revision/latest?cb=20190320225942
Mr. Pricklepants,Toy Story,1995,heroes,https://disney.fandom.com/wiki/Mr._Pricklepants,https://static.wikia.nocookie.net/disney/images/c/cc/Profile_-_Mr._Pricklepants.png/revision/latest?cb=20190321010754
Trixie,Toy Story,1995,protagonist,https://disney.fandom.com/wiki/Trixie,https://static.wikia.nocookie.net/disney/images/9/92/Profile_-_Trixie.png/revision/latest?cb=20190320130341
Buttercup,Toy Story,1995,heroes,https://disney.fandom.com/wiki/Buttercup,https://static.wikia.nocookie.net/disney/images/d/dd/Profile_-_Buttercup.png/revision/latest?cb=20190320130312
Dolly,Toy Story,1995,heroine,https://disney.fandom.com/wiki/Dolly,https://static.wikia.nocookie.net/disney/images/7/78/Profile_-_Dolly.png
Stretch,Toy Story,1995,heroines,https://disney.fandom.com/wiki/Stretch_(Toy_Story),https://static.wikia.nocookie.net/disney/images/0/05/Profile_-_Stretch.jpg/revision/latest?cb=20190701122633
Chunk,Toy Story,1995,character,https://disney.fandom.com/wiki/Chunk,https://static.wikia.nocookie.net/disney/images/6/65/Profile_-_Chunk.jpg/revision/latest?cb=20190701130659
Sparks,Toy Story,1995,villain,https://disney.fandom.com/wiki/Sparks,https://static.wikia.nocookie.net/disney/images/b/bf/Profile_-_Sparks.jpg/revision/latest?cb=20190701130737
Twitch,Toy Story,1995,character,https://disney.fandom.com/wiki/Twitch,https://static.wikia.nocookie.net/disney/images/b/b8/Profile_-_Twitch.jpg/revision/latest?cb=20190701130547
Mrs. Davis,Toy Story,1995,character,https://disney.fandom.com/wiki/Mrs._Davis,https://static.wikia.nocookie.net/disney/images/d/db/Toy_story_3_24.jpg/revision/latest?cb=20101226031607
Mrs. Anderson,Toy Story,1995,character,https://disney.fandom.com/wiki/Mrs._Anderson,https://static.wikia.nocookie.net/disney/images/a/a1/Profile_-_Mrs._Anderson.png/revision/latest?cb=20201228075848
Chatter Telephone,Toy Story,1995,heroes,https://disney.fandom.com/wiki/Chatter_Telephone,https://static.wikia.nocookie.net/disney/images/0/07/Profile_-_Chatter_Telephone.jpg
Bookworm,Toy Story,1995,character,https://disney.fandom.com/wiki/Bookworm,https://static.wikia.nocookie.net/disney/images/f/f6/Bookwormts3.jpg/revision/latest?cb=20210413142342
Chuckles the Clown,Toy Story,1995,heroes,https://disney.fandom.com/wiki/Chuckles_the_Clown,https://static.wikia.nocookie.net/disney/images/6/6c/Chuckles_the_Clown_-_Profile.png
Peaty,Toy Story,1995,character,https://disney.fandom.com/wiki/Peas-in-a-Pod,https://static.wikia.nocookie.net/disney/images/5/5f/Profile-_Peas-in-a-Pod.png/revision/latest?cb=20190320130611
Peatrice,Toy Story,1995,character,https://disney.fandom.com/wiki/Peas-in-a-Pod,https://static.wikia.nocookie.net/disney/images/5/5f/Profile-_Peas-in-a-Pod.png/revision/latest?cb=20190320130611
Peanelope,Toy Story,1995,character,https://disney.fandom.com/wiki/Peas-in-a-Pod,https://static.wikia.nocookie.net/disney/images/5/5f/Profile-_Peas-in-a-Pod.png/revision/latest?cb=20190320130611
Jack-in-the-Box,Toy Story,1995,character,https://disney.fandom.com/wiki/Jack-in-the-Box,https://static.wikia.nocookie.net/disney/images/1/19/Jack-in-the-box.png/revision/latest?cb=20111122012109
The Monkey,Toy Story,1995,character,https://disney.fandom.com/wiki/The_Monkey,https://static.wikia.nocookie.net/disney/images/2/2b/Monkey_Toy_Story_3.jpg/revision/latest?cb=20110110221104
Big Baby,Toy Story,1995,heroes,https://disney.fandom.com/wiki/Big_Baby,https://static.wikia.nocookie.net/disney/images/e/ed/Profile_-_Big_Baby.png
Forky,Toy Story,1995,protagonist,https://disney.fandom.com/wiki/Forky,https://static.wikia.nocookie.net/disney/images/b/b3/Forky_-_TS4R.png/revision/latest?cb=20201110040316
Ducky,Toy Story,1995,heroes,https://disney.fandom.com/wiki/Ducky_and_Bunny,https://static.wikia.nocookie.net/disney/images/d/d2/Profile_-_Ducky_and_Bunny.jpeg/revision/latest?cb=20190623023823
Bunny,Toy Story,1995,heroes,https://disney.fandom.com/wiki/Ducky_and_Bunny,https://static.wikia.nocookie.net/disney/images/d/d2/Profile_-_Ducky_and_Bunny.jpeg/revision/latest?cb=20190623023823
Gabby Gabby,Toy Story,1995,character,https://disney.fandom.com/wiki/Gabby_Gabby,https://static.wikia.nocookie.net/disney/images/2/20/Gabby_TS4.jpg/revision/latest?cb=20190711002021
the Bensons,Toy Story,1995,character,https://disney.fandom.com/wiki/The_Bensons,https://static.wikia.nocookie.net/disney/images/a/a5/Bensons.png/revision/latest?cb=20191210003159
Duke Caboom,Toy Story,1995,heroes,https://disney.fandom.com/wiki/Duke_Caboom,https://static.wikia.nocookie.net/disney/images/4/4b/55_Caboom.png
Giggle McDimples,Toy Story,1995,heroine,https://disney.fandom.com/wiki/Giggle_McDimples,https://static.wikia.nocookie.net/disney/images/6/6f/Profile_Giggle_McDimples.jpg
Mr. Anderson,Toy Story,1995,character,https://disney.fandom.com/wiki/Mr._Anderson,https://static.wikia.nocookie.net/disney/images/a/a1/Bonnie%E2%80%99s_Dad.jpg/revision/latest?cb=20200222224520
"Billy, Goat, and Gruff",Toy Story,1995,heroine,"https://disney.fandom.com/wiki/Billy,_Goat,_and_Gruff",https://static.wikia.nocookie.net/disney/images/d/df/Billy%2C_Goat_and_Gruff_04.jpg
Margaret,Toy Story,1995,character,https://disney.fandom.com/wiki/Margaret,https://static.wikia.nocookie.net/disney/images/2/22/Margaret_%28Toy_Story_4%29.jpg/revision/latest?cb=20191106134049
Old Timer,Toy Story,1995,character,https://disney.fandom.com/wiki/Old_Timer,https://static.wikia.nocookie.net/disney/images/6/65/Old_Timer.png/revision/latest?cb=20200309002929
Melephant Brooks,Toy Story,1995,character,https://disney.fandom.com/wiki/Melephant_Brooks,https://static.wikia.nocookie.net/disney/images/d/dd/Profile-MelephantBrooks.jpg/revision/latest?cb=20201027152437
Bitey White,Toy Story,1995,character,https://disney.fandom.com/wiki/Bitey_White,https://static.wikia.nocookie.net/disney/images/b/ba/Profile_-_Bitey_White.jpg/revision/latest?cb=20210206034025
Carl Reineroceros,Toy Story,1995,character,https://disney.fandom.com/wiki/Carl_Reineroceros,https://static.wikia.nocookie.net/disney/images/7/7d/Profile-CarlReineroceros.jpg/revision/latest?cb=20201030142055
Axel,Toy Story,1995,character,https://disney.fandom.com/wiki/Axel,https://static.wikia.nocookie.net/disney/images/0/05/Axel_the_Carnie.png/revision/latest?cb=20211107163745
Karen Beverly,Toy Story,1995,heroine,https://disney.fandom.com/wiki/Karen_Beverly,https://static.wikia.nocookie.net/disney/images/1/13/Karen_Beverly_.jpg
Miss Wendy,Toy Story,1995,character,https://disney.fandom.com/wiki/Miss_Wendy,https://static.wikia.nocookie.net/disney/images/4/4b/Miss_Wendy.jpg/revision/latest?cb=20201228045647
Quasimodo,The Hunchback of Notre Dame,1996,protagonist,https://disney.fandom.com/wiki/Quasimodo,https://static.wikia.nocookie.net/disney/images/7/7f/Quasimodo.jpeg/revision/latest?cb=20190301095734
Esmeralda,The Hunchback of Notre Dame,1996,heroine,https://disney.fandom.com/wiki/Esmeralda,https://static.wikia.nocookie.net/disney/images/e/e4/Profile_-_Esmeralda.png
Claude Frollo,The Hunchback of Notre Dame,1996,villain,https://disney.fandom.com/wiki/Claude_Frollo,https://static.wikia.nocookie.net/disney/images/6/64/Judge_Frollo.jpg/revision/latest?cb=20190822041417
Captain Phoebus,The Hunchback of Notre Dame,1996,heroes,https://disney.fandom.com/wiki/Phoebus,https://static.wikia.nocookie.net/disney/images/4/4d/Phoebus_-_Profile.jpg/revision/latest?cb=20160723044028
Clopin,The Hunchback of Notre Dame,1996,heroes,https://disney.fandom.com/wiki/Clopin,https://static.wikia.nocookie.net/disney/images/2/28/Profile_-_Clopin.jpeg
Victor,The Hunchback of Notre Dame,1996,heroines,"https://disney.fandom.com/wiki/Victor,_Hugo,_and_Laverne",https://static.wikia.nocookie.net/disney/images/9/9b/Victor%2C_Hugo_and_Laverne.jpeg/revision/latest?cb=20190301153759
Hugo,The Hunchback of Notre Dame,1996,heroines,"https://disney.fandom.com/wiki/Victor,_Hugo,_and_Laverne",https://static.wikia.nocookie.net/disney/images/9/9b/Victor%2C_Hugo_and_Laverne.jpeg/revision/latest?cb=20190301153759
Laverne,The Hunchback of Notre Dame,1996,heroines,"https://disney.fandom.com/wiki/Victor,_Hugo,_and_Laverne",https://static.wikia.nocookie.net/disney/images/9/9b/Victor%2C_Hugo_and_Laverne.jpeg/revision/latest?cb=20190301153759
Archdeacon,The Hunchback of Notre Dame,1996,heroes,https://disney.fandom.com/wiki/Archdeacon,https://static.wikia.nocookie.net/disney/images/8/84/Archdeacon_.jpg
Djali,The Hunchback of Notre Dame,1996,heroes,https://disney.fandom.com/wiki/Djali,https://static.wikia.nocookie.net/disney/images/1/12/Djali_HOND.jpg
Quasimodo's Mother,The Hunchback of Notre Dame,1996,character,https://disney.fandom.com/wiki/Quasimodo%27s_Mother,https://static.wikia.nocookie.net/disney/images/9/92/Quasimodo%27s_mother.jpg/revision/latest?cb=20150506183953
Oafish Guard,The Hunchback of Notre Dame,1996,villain,https://disney.fandom.com/wiki/Brutish_and_Oafish_Guards,https://static.wikia.nocookie.net/disney/images/1/13/Brutish_and_Oafish.jpg/revision/latest?cb=20160723043437
Hercules,Hercules,1997,protagonist,https://disney.fandom.com/wiki/Hercules_(character),https://static.wikia.nocookie.net/disney/images/7/70/Profile_-_Hercules.jpeg/revision/latest?cb=20220125211152
Philoctetes/Phil,Hercules,1997,heroes,https://disney.fandom.com/wiki/Philoctetes,https://static.wikia.nocookie.net/disney/images/7/7a/Profile_-_Philoctetes.jpeg/revision/latest?cb=20190312044519
Hades,Hercules,1997,villain,https://disney.fandom.com/wiki/Hades,https://static.wikia.nocookie.net/disney/images/2/2c/Profile_-_Hades.jpeg/revision/latest?cb=20190312030411
Megara,Hercules,1997,heroine,https://disney.fandom.com/wiki/Megara,https://static.wikia.nocookie.net/disney/images/9/91/Profile_-_Megara.jpeg
Pegasus,Hercules,1997,heroes,https://disney.fandom.com/wiki/Pegasus,https://static.wikia.nocookie.net/disney/images/5/5c/Pegasus_Hercules.jpg
Zeus,Hercules,1997,heroes,https://disney.fandom.com/wiki/Zeus_(Hercules),https://static.wikia.nocookie.net/disney/images/4/43/Zeus_Hercules_97.jpg/revision/latest?cb=20151105110559
Hera,Hercules,1997,heroine,https://disney.fandom.com/wiki/Hera,https://static.wikia.nocookie.net/disney/images/9/90/Hera_Hercules.jpg
Calliope,Hercules,1997,villain,https://disney.fandom.com/wiki/Muses,https://static.wikia.nocookie.net/disney/images/f/fd/6392612_gal_-_Copy.jpg/revision/latest?cb=20140811173121
Melpomene,Hercules,1997,character,https://disney.fandom.com/wiki/Muses,https://static.wikia.nocookie.net/disney/images/b/be/Hercules-br-disneyscreencaps.com-56.jpg/revision/latest?cb=20150430024502
Terpsichore,Hercules,1997,character,https://disney.fandom.com/wiki/Muses,https://static.wikia.nocookie.net/disney/images/b/be/Hercules-br-disneyscreencaps.com-56.jpg/revision/latest?cb=20150430024502
Thalia,Hercules,1997,character,https://disney.fandom.com/wiki/Muses,https://static.wikia.nocookie.net/disney/images/b/be/Hercules-br-disneyscreencaps.com-56.jpg/revision/latest?cb=20150430024502
Clio,Hercules,1997,character,https://disney.fandom.com/wiki/Muses,https://static.wikia.nocookie.net/disney/images/b/be/Hercules-br-disneyscreencaps.com-56.jpg/revision/latest?cb=20150430024502
Pain,Hercules,1997,villain,https://disney.fandom.com/wiki/Pain_and_Panic,https://static.wikia.nocookie.net/disney/images/7/75/Profile_-_Pain_and_Panic.jpg/revision/latest?cb=20210611133618
Panic,Hercules,1997,villain,https://disney.fandom.com/wiki/Pain_and_Panic,https://static.wikia.nocookie.net/disney/images/7/75/Profile_-_Pain_and_Panic.jpg/revision/latest?cb=20210611133618
Arges,Hercules,1997,villain,https://disney.fandom.com/wiki/Titans,https://static.wikia.nocookie.net/disney/images/b/bb/Hercules-disneyscreencaps.com-8376.jpg/revision/latest?cb=20140919212948
