movieId,minute,neutral,positive,negative
1345836,12,67,8,0
1345836,13,127,0,23
1345836,14,58,0,0
1345836,15,124,2,0
1345836,16,148,0,20
1345836,17,93,17,0
1345836,18,136,0,0
1345836,19,47,11,0
1345836,20,36,31,12
1345836,21,34,18,0
1345836,22,29,10,0
1345836,23,44,0,0
1345836,24,15,0,4
1345836,25,35,8,15
1345836,26,78,4,0
1345836,27,107,0,20
1345836,28,111,14,23
1345836,29,123,9,9
1345836,30,102,4,0
1345836,31,57,0,19
1345836,32,99,22,0
1345836,33,81,26,10
1345836,34,147,14,16
1345836,35,127,26,6
1345836,36,75,0,19
1345836,37,87,26,0
1345836,38,107,9,8
1345836,39,49,5,29
1345836,40,143,0,11
1345836,41,42,0,14
1345836,42,23,0,0
1345836,43,105,6,9
1345836,44,58,2,2
1345836,45,36,8,6
1345836,46,40,4,6
1345836,47,83,11,15
1345836,48,34,6,12
1345836,49,10,0,8
1345836,50,8,7,15
1345836,51,41,19,22
1345836,52,78,13,5
1345836,53,23,0,13
1345836,54,16,2,0
1345836,55,48,22,13
1345836,56,184,5,0
1345836,57,130,0,4
1345836,58,83,0,30
1345836,59,39,10,0
1345836,60,141,0,0
1345836,61,92,20,8
1345836,62,89,44,5
1345836,63,132,0,14
1345836,64,98,0,12
1345836,65,139,12,4
1345836,66,91,46,1
1345836,67,95,8,4
1345836,68,23,0,0
1345836,69,33,24,10
1345836,70,46,9,15
1345836,71,18,0,26
1345836,72,0,6,4
1345836,73,48,0,10
1345836,74,56,8,9
1345836,75,11,11,0
1345836,76,41,4,6
1345836,77,72,4,4
1345836,78,34,22,35
1345836,79,41,0,54
1345836,80,91,7,8
1345836,81,83,11,14
1345836,82,31,15,6
1345836,83,18,0,4
1345836,84,31,0,10
1345836,85,95,0,10
1345836,86,92,5,2
1345836,87,100,8,5
1345836,88,38,20,4
1345836,89,4,0,0
1345836,90,14,2,0
1345836,91,28,0,0
1345836,92,42,9,4
1345836,93,71,13,14
1345836,94,41,7,0
1345836,95,64,8,27
1345836,96,77,0,24
1345836,97,84,13,9
1345836,98,60,23,37
1345836,99,66,24,14
1345836,100,41,4,0
1345836,101,30,17,6
1345836,102,78,21,26
1345836,103,63,17,0
1345836,104,46,15,6
1345836,105,33,17,11
1345836,106,32,0,0
1345836,107,53,5,0
1345836,108,19,5,11
1345836,109,102,24,0
1345836,110,174,0,0
1345836,111,136,4,10
1345836,112,44,0,5
1345836,113,39,20,7
1345836,114,24,17,27
1345836,115,20,0,8
1345836,117,61,6,15
1345836,118,79,0,13
1345836,119,175,9,0
1345836,120,76,7,7
1345836,121,88,42,19
1345836,122,71,3,25
1345836,123,105,8,3
1345836,124,86,5,5
1345836,125,22,3,0
1345836,126,15,0,3
1345836,127,50,0,10
1345836,128,32,14,10
1345836,129,102,10,14
1345836,130,37,2,0
1345836,131,8,0,7
1345836,132,0,5,0
1345836,133,2,0,21
1345836,134,85,0,0
1345836,136,51,0,19
1345836,137,33,0,24
1345836,138,52,8,27
1345836,139,0,24,27
1345836,140,53,3,8
1345836,141,83,13,14
1345836,142,14,12,22
1345836,143,49,0,9
1345836,144,53,10,9
1345836,145,24,0,0
1345836,146,7,2,0
1345836,147,8,13,4
1345836,148,54,0,34
1345836,149,48,5,10
1345836,150,10,0,0
1345836,151,22,18,0
1345836,152,50,3,6
1345836,153,80,0,4
1345836,154,124,2,6
1345836,155,22,6,0
482571,0,4,0,0
482571,1,70,3,0
482571,2,59,0,5
482571,3,114,0,8
482571,4,142,6,11
482571,5,74,6,0
482571,6,127,29,10
482571,7,94,10,0
482571,8,40,8,0
482571,9,62,4,0
482571,10,54,6,0
482571,11,102,13,0
482571,12,19,9,2
482571,13,94,0,12
482571,14,140,35,21
482571,15,158,10,13
482571,16,49,5,8
482571,17,108,19,0
482571,18,21,0,16
482571,19,36,0,5
482571,20,80,14,0
482571,21,51,0,0
482571,22,51,41,28
482571,23,40,26,4
482571,24,1,0,0
482571,25,4,0,3
482571,26,53,5,6
482571,27,112,7,2
482571,28,88,22,16
482571,29,65,19,23
482571,30,53,16,5
482571,31,28,0,11
482571,32,39,1,9
482571,33,104,4,25
482571,34,90,0,2
482571,35,86,19,15
482571,36,76,34,0
482571,37,45,36,0
482571,38,92,28,10
482571,39,54,9,13
482571,40,122,19,0
482571,41,89,22,0
482571,42,98,38,2
482571,43,68,18,0
482571,44,110,13,0
482571,45,58,27,0
482571,46,18,26,4
482571,47,92,15,4
482571,48,75,4,5
482571,49,26,13,0
482571,50,84,10,0
482571,51,116,18,11
482571,52,74,7,3
482571,53,85,7,4
482571,54,85,28,5
482571,55,149,13,0
482571,56,71,29,4
482571,57,71,15,8
482571,58,56,11,9
482571,59,105,28,7
482571,60,58,2,6
482571,61,89,41,22
482571,62,99,25,15
482571,63,54,13,9
482571,64,73,30,35
482571,65,113,17,22
482571,66,114,39,13
482571,67,106,13,4
482571,68,41,23,8
482571,69,17,8,0
482571,70,114,18,26
482571,71,139,0,21
482571,72,27,7,10
482571,73,19,3,0
482571,75,73,9,5
482571,76,81,6,0
482571,77,66,13,2
482571,78,110,36,0
482571,79,24,26,20
482571,80,107,20,2
482571,81,111,29,5
482571,82,82,24,7
482571,83,140,0,7
482571,84,62,14,0
482571,85,3,0,0
482571,86,122,17,4
482571,87,67,46,0
482571,88,64,25,0
482571,89,35,7,0
482571,90,81,15,10
482571,91,62,29,3
482571,92,99,8,15
482571,93,73,44,4
482571,94,2,6,1
482571,95,2,0,0
482571,96,98,30,12
482571,97,58,30,0
482571,98,93,18,10
482571,99,82,19,0
482571,100,85,0,17
482571,101,52,11,0
482571,102,5,0,0
482571,103,54,14,0
482571,104,28,4,12
482571,105,37,11,0
482571,106,1,0,3
482571,107,19,0,36
482571,108,120,11,0
482571,109,88,13,16
482571,110,110,8,13
482571,111,72,38,36
482571,112,66,5,0
482571,113,74,0,4
482571,114,30,6,15
482571,115,4,0,0
482571,116,24,8,8
482571,117,22,0,9
482571,118,21,0,1
482571,119,71,11,1
482571,120,47,8,5
482571,121,61,3,3
482571,122,38,10,17
482571,123,65,0,0
482571,124,33,0,5
8323120,0,0,2,0
8323120,1,55,25,2
8323120,2,51,28,31
8323120,3,37,0,0
8323120,4,48,7,0
8323120,5,20,19,12
8323120,7,23,3,4
8323120,8,85,7,13
8323120,9,66,0,9
8323120,10,55,4,7
8323120,11,64,22,10
8323120,12,53,36,12
8323120,13,33,13,12
8323120,14,4,7,8
8323120,15,67,16,6
8323120,16,35,8,7
8323120,17,103,8,1
8323120,18,75,0,13
8323120,19,46,0,0
8323120,20,45,17,5
8323120,21,41,0,0
8323120,22,32,40,4
8323120,23,61,4,18
8323120,24,14,1,7
8323120,25,55,5,4
8323120,26,72,22,14
8323120,27,53,19,8
8323120,28,63,2,2
8323120,29,31,13,20
8323120,30,58,1,13
8323120,31,55,27,23
8323120,32,87,13,0
8323120,33,62,8,7
8323120,34,44,5,20
8323120,35,4,0,0
8323120,36,47,5,4
8323120,37,55,18,8
8323120,38,54,11,24
8323120,39,19,8,0
8323120,40,8,18,11
8323120,41,53,16,14
8323120,42,42,0,18
8323120,43,61,23,8
8323120,44,42,12,22
8323120,45,33,3,9
8323120,46,29,0,3
8323120,47,36,10,0
8323120,48,19,18,0
8323120,49,65,14,3
8323120,50,65,6,26
8323120,51,49,0,41
8323120,52,21,21,41
8323120,53,45,9,25
8323120,54,47,16,22
8323120,57,3,0,0
8323120,58,39,19,17
8323120,59,42,4,0
8323120,60,63,22,14
8323120,61,47,5,4
8323120,62,26,15,11
8323120,63,65,0,2
8323120,64,8,0,0
8323120,65,43,1,7
8323120,66,31,16,13
8323120,67,26,5,0
8323120,68,67,8,11
8323120,69,58,3,4
8323120,70,69,10,17
8323120,71,43,8,9
8323120,72,23,0,9
8323120,73,11,3,1
8323120,74,50,9,18
8323120,75,60,5,10
8323120,76,53,10,6
8323120,78,62,3,0
8323120,79,34,10,9
8323120,81,10,0,9
8323120,82,24,9,10
8323120,83,34,18,0
8323120,84,42,0,3
8323120,85,75,40,4
8323120,86,61,15,5
8323120,87,18,16,0
8323120,88,15,23,4
8323120,89,26,22,0
8323120,90,75,16,11
8323120,91,51,21,2
8323120,92,54,12,6
8323120,93,53,20,11
8323120,94,40,10,17
8323120,95,42,3,3
8323120,96,24,10,13
8323120,97,39,16,11
8323120,98,61,8,2
8323120,99,17,12,1
8323120,100,57,25,9
8323120,101,77,3,1
8323120,102,14,18,0
8075192,1,1,0,0
8075192,2,1,0,0
8075192,3,57,14,0
8075192,4,41,1,2
8075192,5,80,0,12
8075192,6,74,0,4
8075192,7,58,6,14
8075192,8,46,0,13
8075192,9,30,0,8
8075192,10,26,0,4
8075192,11,35,0,0
8075192,12,33,6,0
8075192,13,57,0,2
8075192,14,27,3,0
8075192,15,44,14,22
8075192,16,23,0,0
8075192,17,18,4,14
8075192,18,66,15,0
8075192,19,43,4,2
8075192,20,48,20,12
8075192,21,55,18,25
8075192,22,19,18,4
8075192,23,64,14,12
8075192,24,53,15,0
8075192,25,41,15,22
8075192,26,57,22,4
8075192,27,77,23,5
8075192,28,35,7,5
8075192,29,10,1,0
8075192,30,42,5,0
8075192,31,36,24,20
8075192,32,98,0,4
8075192,33,56,23,7
8075192,34,36,0,29
8075192,35,36,0,13
8075192,36,57,17,3
8075192,37,50,14,0
8075192,38,27,0,1
8075192,39,96,1,5
8075192,40,66,0,27
8075192,41,35,32,5
8075192,42,12,16,3
8075192,43,38,16,4
8075192,44,14,4,7
8075192,45,42,7,3
8075192,46,39,20,9
8075192,47,50,0,0
8075192,48,54,9,2
8075192,49,15,18,0
8075192,50,9,24,10
8075192,51,9,1,3
8075192,52,29,0,1
8075192,53,23,0,12
8075192,54,50,9,15
8075192,55,23,11,8
8075192,56,67,7,0
8075192,57,25,17,16
8075192,58,32,15,0
8075192,59,52,5,1
8075192,60,6,0,7
8075192,61,31,1,3
8075192,62,46,3,10
8075192,63,13,3,0
8075192,64,24,0,0
8075192,65,36,17,12
8075192,66,42,4,4
8075192,67,74,12,10
8075192,68,83,19,4
8075192,69,77,16,35
8075192,70,60,0,2
8075192,71,44,0,2
8075192,72,22,14,0
8075192,73,30,12,13
8075192,74,48,3,0
8075192,75,20,2,0
8075192,76,22,0,3
8075192,77,43,0,5
8075192,78,42,0,12
8075192,79,19,1,0
8075192,80,29,10,6
8075192,81,27,0,0
8075192,82,33,17,7
8075192,83,42,3,5
8075192,84,36,23,15
8075192,85,13,14,4
8075192,86,5,16,14
8075192,87,11,2,4
8075192,88,4,0,0
8075192,89,5,0,0
8075192,90,117,7,7
8075192,91,32,14,0
8075192,92,52,1,7
8075192,93,31,10,27
8075192,94,65,14,9
8075192,95,49,9,6
8075192,96,39,0,2
8075192,97,58,4,16
8075192,98,33,4,0
8075192,99,45,10,0
8075192,100,22,1,0
8075192,101,34,0,2
8075192,102,51,5,0
8075192,103,16,0,9
8075192,104,4,0,0
8075192,105,6,0,0
8075192,106,89,6,0
8075192,107,49,11,11
8075192,108,52,11,0
8075192,109,10,7,1
8075192,110,36,13,6
8075192,111,11,3,0
8075192,112,16,0,0
8075192,113,15,3,2
8075192,114,35,0,0
8075192,115,5,0,0
8075192,116,27,0,0
6410564,1,0,0,3
6410564,2,4,0,2
6410564,3,63,7,29
6410564,4,41,13,33
6410564,5,40,12,34
6410564,6,77,11,14
6410564,7,79,16,8
6410564,8,77,10,4
6410564,9,6,2,0
6410564,10,13,1,0
6410564,11,26,27,11
6410564,12,57,14,25
6410564,13,60,11,5
6410564,14,3,13,6
6410564,15,30,9,35
6410564,16,43,26,27
6410564,17,45,20,57
6410564,18,14,8,45
6410564,19,51,0,14
6410564,20,53,12,17
6410564,21,14,10,7
6410564,22,39,11,3
6410564,23,62,16,0
6410564,24,53,10,19
6410564,25,54,7,29
6410564,26,84,5,39
6410564,27,92,0,34
6410564,28,44,30,25
6410564,29,73,11,32
6410564,30,69,20,14
6410564,31,91,23,14
6410564,32,38,12,0
6410564,33,29,9,5
6410564,34,38,9,2
6410564,35,56,5,7
6410564,36,15,25,0
6410564,37,19,0,1
6410564,38,37,10,3
6410564,39,70,2,12
6410564,40,4,0,0
6410564,41,37,0,22
6410564,42,83,16,20
6410564,43,63,17,7
6410564,44,35,13,35
6410564,45,69,4,23
6410564,46,62,3,0
6410564,47,34,0,0
6410564,48,63,8,1
6410564,49,37,1,38
6410564,50,52,12,8
6410564,51,50,7,13
6410564,52,86,0,27
6410564,53,62,7,17
6410564,54,65,2,11
6410564,55,25,4,14
6410564,56,29,3,10
6410564,57,35,1,0
6410564,58,33,10,7
6410564,59,23,0,12
6410564,60,38,13,10
6410564,61,36,8,0
6410564,62,34,17,14
6410564,63,43,33,0
6410564,64,24,2,1
6410564,65,20,0,6
6410564,66,21,9,12
6410564,67,8,0,13
6410564,68,61,13,7
6410564,69,34,16,2
6410564,70,34,1,2
6410564,71,31,35,0
6410564,72,22,5,2
6410564,73,12,0,0
6410564,74,38,1,12
6410564,75,63,11,26
6410564,76,73,0,14
6410564,77,77,13,11
6410564,78,31,2,11
6410564,79,54,5,0
6410564,80,69,13,6
6410564,81,45,9,4
6410564,82,5,14,1
6410564,83,53,0,2
6410564,84,22,3,4
6410564,86,32,0,0
6410564,87,53,0,9
6410564,88,33,16,17
6410564,89,56,12,17
6410564,90,32,0,3
6410564,91,26,27,7
6410564,92,40,2,30
6410564,93,37,18,0
6410564,94,27,5,18
6410564,95,28,5,0
6410564,96,13,7,12
6410564,97,18,2,12
6410564,98,40,23,45
6410564,99,47,5,14
6410564,100,12,14,5
6410564,101,11,24,2
6410564,102,15,10,26
6410564,103,48,1,11
6410564,104,93,12,29
6410564,105,78,10,3
6410564,106,50,7,0
6410564,107,58,10,0
6410564,108,18,0,4
6410564,109,5,5,0
6410564,110,42,6,68
6410564,111,7,2,0
6410564,112,0,0,2
6410564,113,9,10,0
6410564,115,38,1,0
6410564,116,36,0,15
6410564,117,21,14,12
6410564,118,14,25,3
6410564,119,21,0,8
2331143,0,48,12,6
2331143,1,50,8,9
2331143,2,15,10,3
2331143,3,43,35,0
2331143,4,75,36,5
2331143,5,72,1,0
2331143,6,78,4,5
2331143,7,28,10,7
2331143,8,64,31,29
2331143,9,73,18,0
2331143,10,69,7,4
2331143,11,55,21,4
2331143,12,41,13,1
2331143,13,21,0,0
2331143,14,44,0,0
2331143,15,23,0,5
2331143,16,75,30,3
2331143,17,70,20,8
2331143,18,97,0,0
2331143,19,83,21,3
2331143,20,13,0,0
2331143,21,74,0,4
2331143,22,37,12,12
2331143,23,81,20,2
2331143,24,32,28,0
2331143,25,56,24,0
2331143,26,14,18,11
2331143,27,48,0,3
2331143,28,101,10,13
2331143,29,110,6,14
2331143,30,122,1,0
2331143,31,34,0,0
2331143,32,38,6,2
2331143,33,41,23,0
2331143,34,9,9,4
2331143,35,1,3,0
2331143,36,97,2,0
2331143,37,40,15,0
2331143,38,45,15,4
2331143,39,4,0,0
2331143,40,37,20,1
2331143,41,21,6,0
2331143,42,25,11,0
2331143,43,93,12,3
2331143,44,42,20,2
2331143,45,44,3,4
2331143,46,50,8,17
2331143,47,54,14,16
2331143,48,91,21,8
2331143,49,79,24,0
2331143,50,32,1,7
2331143,51,47,0,8
2331143,52,110,10,0
2331143,53,89,4,0
2331143,54,90,13,4
2331143,55,86,10,0
2331143,56,86,21,16
2331143,57,99,0,18
2331143,58,76,12,0
2331143,59,65,30,13
2331143,60,51,8,53
2331143,61,61,11,0
2331143,62,75,25,9
2331143,63,64,18,11
2331143,64,80,9,0
2331143,65,72,13,11
2331143,66,93,23,0
2331143,67,38,35,0
2331143,68,19,22,10
2331143,69,25,16,10
2331143,70,38,6,0
2331143,71,41,20,3
2331143,72,43,10,0
2331143,73,44,12,6
2331143,74,66,4,13
2331143,75,50,2,5
2331143,76,11,14,11
2331143,77,70,16,0
2331143,78,13,3,0
2331143,79,28,0,0
2331143,80,83,1,0
2331143,81,72,0,2
2331143,82,35,5,1
2331143,83,32,5,4
2331143,84,41,17,0
2331143,85,57,5,8
2331143,86,29,0,8
2331143,87,15,7,5
2331143,88,20,1,6
2331143,89,80,19,4
2331143,90,22,11,5
2331143,91,9,0,0
2331143,92,44,6,0
2331143,94,20,28,5
2331143,95,28,19,12
2331143,96,11,0,8
2331143,97,49,0,1
2331143,98,74,2,0
2331143,99,28,6,8
2331143,100,20,0,0
2331143,101,11,0,0
2331143,102,68,19,24
2331143,103,12,0,7
2331143,104,21,8,3
2331143,105,7,3,0
2331143,106,31,11,7
2331143,107,14,3,2
2331143,108,23,5,2
2331143,109,5,0,16
2331143,111,5,6,0
2331143,112,18,1,0
2331143,113,42,8,13
2331143,114,25,0,3
2331143,115,4,1,0
2331143,116,21,1,0
165078,0,68,9,9
165078,1,53,5,0
165078,2,34,14,0
165078,3,44,0,0
165078,4,42,4,3
165078,5,75,31,8
165078,6,70,12,5
165078,7,65,21,6
165078,8,34,4,20
165078,9,4,0,0
165078,10,83,11,3
165078,11,29,10,12
165078,12,21,0,4
165078,13,99,13,8
165078,14,102,14,0
165078,15,99,0,17
165078,16,102,6,0
165078,17,104,24,0
165078,18,33,8,0
165078,19,114,4,0
165078,20,96,22,0
165078,21,74,0,0
165078,22,83,21,2
165078,23,121,8,7
165078,24,28,0,0
165078,25,65,13,0
165078,26,93,10,2
165078,27,92,3,1
165078,28,98,16,0
165078,29,84,11,3
165078,30,35,5,0
165078,31,52,3,0
165078,32,64,39,0
165078,33,93,25,0
165078,34,45,6,0
165078,35,43,19,6
165078,36,82,15,0
165078,37,87,22,0
165078,38,101,11,0
165078,39,64,10,0
165078,40,72,32,13
165078,41,65,11,0
165078,42,72,15,7
165078,43,88,0,1
165078,44,39,9,1
165078,45,33,6,3
165078,46,69,3,17
165078,47,11,11,4
165078,48,32,15,0
165078,49,1,0,0
165078,50,39,46,5
165078,51,44,9,19
165078,52,62,3,4
165078,53,92,7,0
165078,54,32,15,0
165078,55,80,9,6
165078,56,52,17,0
165078,57,51,25,0
165078,58,63,14,12
165078,59,67,6,7
165078,60,46,4,9
165078,61,6,3,0
165078,65,53,27,6
165078,66,53,11,21
165078,67,108,5,5
165078,68,71,19,4
165078,69,14,15,11
165078,70,41,5,4
165078,71,32,12,0
165078,72,12,0,0
165078,73,7,12,0
165078,74,87,0,2
165078,75,46,33,7
165078,76,17,26,12
165078,77,66,10,8
165078,78,76,16,9
165078,79,10,4,0
165078,80,53,16,0
165078,81,64,0,0
165078,82,56,8,0
165078,83,26,28,0
165078,84,88,4,0
165078,85,58,19,17
165078,86,19,4,0
165078,87,48,38,0
165078,88,55,25,0
165078,89,43,12,0
165078,90,15,11,0
165078,92,31,7,0
165078,93,12,5,0
165078,95,43,7,33
165078,96,65,21,0
165078,97,49,25,0
165078,98,9,0,0
165078,99,13,0,0
165078,100,4,0,3
165078,104,20,0,0
165078,105,16,14,6
165078,106,41,4,1
165078,107,31,3,0
165078,108,29,20,0
165078,109,19,0,1
165078,111,47,6,7
165078,112,62,27,1
165078,113,37,9,0
165078,114,14,18,0
165078,115,43,11,0
165078,118,3,0,0
408664,0,24,0,0
408664,1,75,23,0
408664,2,30,15,8
408664,3,65,11,0
408664,4,69,18,0
408664,5,21,6,0
408664,6,51,8,0
408664,7,69,19,21
408664,8,107,0,1
408664,9,35,30,0
408664,10,41,12,0
408664,11,0,0,1
408664,12,13,1,0
408664,13,32,0,0
408664,14,0,12,0
408664,15,26,2,0
408664,16,7,0,0
408664,17,17,8,25
408664,18,62,7,5
408664,19,28,2,9
408664,20,13,0,0
408664,21,69,0,0
408664,22,24,29,14
408664,23,39,6,0
408664,24,27,0,0
408664,25,29,18,9
408664,26,72,4,2
408664,27,35,5,7
408664,28,17,0,0
408664,29,3,5,0
408664,30,36,0,2
408664,31,3,0,0
408664,32,46,0,0
408664,33,68,17,0
408664,34,16,0,0
408664,36,1,0,0
408664,37,32,0,0
408664,38,10,3,0
408664,39,41,0,0
408664,40,81,3,6
408664,41,48,5,4
408664,42,64,0,0
408664,43,59,12,0
408664,44,59,27,0
408664,45,29,0,0
408664,46,31,0,0
408664,47,78,0,4
408664,48,40,0,3
408664,49,49,11,15
408664,50,61,3,0
408664,52,81,0,10
408664,54,19,4,0
408664,55,21,4,9
408664,56,22,13,0
408664,57,10,15,0
408664,58,28,0,0
408664,59,0,7,0
408664,60,32,9,0
408664,61,38,0,0
408664,62,39,0,0
408664,63,20,6,3
408664,64,43,3,0
408664,65,7,0,0
408664,66,3,0,0
408664,67,14,4,0
408664,68,2,2,0
408664,71,39,7,31
408664,72,7,5,0
408664,73,15,6,0
408664,74,46,8,8
408664,75,29,3,4
408664,76,22,6,7
408664,77,10,4,0
408664,79,33,7,6
408664,80,42,12,20
408664,81,0,5,0
408664,82,6,0,0
408664,83,18,0,0
408664,84,25,0,9
408664,85,6,2,0
408664,86,2,0,0
408664,87,14,1,0
408664,88,12,0,0
408664,89,30,3,5
408664,90,7,0,0
408664,91,7,4,0
408664,92,10,0,0
408664,93,7,0,0
408664,94,19,0,6
408664,95,14,0,2
408664,96,0,0,6
408664,98,14,2,6
408664,99,9,3,0
408664,100,10,0,0
408664,101,12,2,0
408664,102,12,2,5
408664,103,30,0,0
408664,104,7,0,0
408664,105,8,0,3
408664,107,15,3,11
408664,108,5,0,12
408664,109,17,0,4
408664,110,17,6,4
408664,112,17,0,7
408664,113,19,6,0
408664,114,22,0,15
408664,115,19,0,0
408664,116,28,0,0
408664,117,35,4,0
408664,119,22,2,0
408664,120,1,0,0
408664,121,4,12,0
408664,122,16,0,0
408664,123,10,11,0
408664,124,14,0,3
408664,126,0,4,0
408664,130,6,0,7
408664,131,8,0,0
408664,132,18,0,0
408664,133,41,3,6
408664,134,5,0,0
408664,135,0,1,0
408664,136,2,0,0
1650453,0,1,3,0
1650453,1,56,0,0
1650453,2,43,0,6
1650453,3,28,4,5
1650453,4,33,8,1
1650453,5,61,15,0
1650453,6,74,0,5
1650453,7,48,7,9
1650453,8,21,10,0
1650453,9,68,0,0
1650453,10,51,0,2
1650453,11,21,0,0
1650453,12,91,8,9
1650453,13,21,16,4
1650453,14,29,11,0
1650453,15,15,0,0
1650453,16,20,4,0
1650453,17,18,5,0
1650453,18,48,12,11
1650453,19,31,22,1
1650453,20,40,4,1
1650453,21,63,28,2
1650453,22,26,9,2
1650453,23,19,10,1
1650453,24,27,4,9
1650453,25,47,7,0
1650453,26,62,14,8
1650453,27,87,7,9
1650453,28,78,13,0
1650453,29,25,4,3
1650453,30,41,9,0
1650453,32,55,20,1
1650453,33,71,23,8
1650453,34,2,7,9
1650453,35,34,14,10
1650453,36,63,7,2
1650453,37,18,0,2
1650453,38,41,0,2
1650453,39,46,28,0
1650453,40,89,8,0
1650453,41,49,22,10
1650453,42,74,25,17
1650453,43,63,38,4
1650453,44,77,33,1
1650453,45,61,19,11
1650453,46,6,0,0
1650453,47,5,0,0
1650453,48,13,9,6
1650453,49,89,8,0
1650453,50,60,3,11
1650453,51,63,19,0
1650453,52,37,12,0
1650453,53,23,3,8
1650453,54,27,5,6
1650453,55,37,0,5
1650453,56,62,44,1
1650453,57,33,8,0
1650453,58,16,3,4
1650453,59,31,25,0
1650453,60,2,0,0
1650453,61,3,0,6
1650453,62,10,2,0
1650453,63,2,0,0
1650453,64,50,17,0
1650453,65,69,12,4
1650453,66,48,19,0
1650453,67,26,32,0
1650453,68,51,6,0
1650453,69,38,3,0
1650453,70,64,10,7
1650453,71,34,7,4
1650453,72,59,5,0
1650453,73,83,8,12
1650453,74,46,11,5
1650453,75,62,3,0
1650453,76,50,1,5
1650453,77,18,20,14
1650453,78,43,11,1
1650453,79,66,22,2
1650453,80,49,5,0
1650453,81,84,7,1
1650453,82,31,11,2
1650453,83,35,6,0
1650453,84,23,11,4
1650453,85,8,4,0
1650453,86,13,0,0
1650453,88,34,8,5
1650453,89,27,0,12
1650453,90,15,8,3
1650453,91,67,14,4
1650453,92,40,6,2
1650453,93,29,18,0
1650453,94,76,0,0
1650453,95,28,2,8
1650453,96,45,7,2
1650453,97,34,15,16
1650453,98,73,3,0
1650453,99,58,3,0
1650453,100,30,6,0
1650453,101,28,12,5
1650453,102,29,0,4
1650453,103,13,11,0
1650453,104,20,2,3
1650453,105,51,3,8
1650453,106,35,9,17
1650453,107,22,6,0
1650453,108,17,54,12
1650453,109,10,0,0
1650453,110,12,0,3
1650453,112,29,11,0
1650453,113,15,15,7
1650453,114,11,6,8
1650453,115,18,8,1
1650453,116,25,6,4
1650453,117,4,0,0
1650453,118,30,0,0
1650453,119,27,11,0
1650453,120,18,3,0
1650453,121,2,0,0
1650453,122,3,2,4
1650453,123,30,8,0
1650453,124,24,0,0
1650453,125,34,5,0
1650453,126,30,0,0
1087578,0,3,0,0
1087578,1,103,13,0
1087578,2,88,5,13
1087578,3,14,4,0
1087578,4,8,0,1
1087578,5,8,0,0
1087578,6,78,9,1
1087578,7,85,0,6
1087578,8,73,14,25
1087578,9,75,19,7
1087578,10,42,24,0
1087578,11,29,6,12
1087578,12,61,16,0
1087578,13,122,14,2
1087578,14,69,4,0
1087578,15,81,9,11
1087578,16,72,18,7
1087578,17,56,13,15
1087578,18,30,0,3
1087578,19,61,9,14
1087578,20,28,6,2
1087578,21,87,11,6
1087578,22,89,16,9
1087578,23,39,7,30
1087578,24,65,0,16
1087578,25,105,11,0
1087578,26,130,6,0
1087578,27,59,12,18
1087578,28,106,22,3
1087578,29,111,3,0
1087578,30,83,32,10
1087578,31,115,7,0
1087578,32,65,15,2
1087578,33,60,15,9
1087578,34,62,10,0
1087578,35,93,25,9
1087578,36,88,13,0
1087578,37,76,4,21
1087578,38,8,8,0
1087578,39,18,0,10
1087578,40,51,0,15
1087578,41,113,15,0
1087578,42,105,13,0
1087578,43,70,4,6
1087578,44,76,2,0
1087578,45,35,15,0
1087578,46,28,4,0
1087578,47,10,0,0
1087578,48,48,16,0
1087578,49,29,16,17
1087578,50,46,4,4
1087578,51,88,12,0
1087578,52,125,2,6
1087578,53,28,14,5
1087578,54,30,0,6
1087578,55,82,9,6
1087578,56,53,0,0
1087578,57,64,6,0
1087578,58,93,16,8
1087578,59,21,12,5
1087578,60,62,16,5
1087578,61,102,7,8
1087578,62,63,37,6
1087578,63,53,19,11
1087578,64,113,21,0
1087578,65,67,2,7
1087578,66,85,7,6
1087578,67,125,4,0
1087578,68,100,2,0
1087578,69,56,16,23
1087578,70,43,15,5
1087578,71,24,14,0
1087578,72,28,12,0
1087578,73,68,17,8
1087578,74,28,4,11
1087578,75,38,6,9
1087578,76,56,23,6
1087578,77,42,5,31
1087578,78,78,23,5
1087578,79,68,7,2
1087578,80,60,10,14
1087578,81,4,4,0
1087578,82,72,11,12
1087578,83,5,0,1
1087578,84,43,17,0
1087578,85,58,32,10
1087578,86,84,8,0
1087578,87,42,6,14
1087578,88,27,0,1
1087578,89,19,6,6
1087578,90,25,0,0
1087578,91,36,4,8
1087578,92,30,6,0
1087578,93,12,0,0
1087578,94,31,0,0
1087578,95,48,6,4
1087578,96,39,4,1
1087578,97,29,0,0
1087578,98,13,11,0
1087578,99,9,5,0
1087578,100,12,1,0
1087578,102,4,0,0
1087578,103,32,3,0
1087578,104,45,4,12
1087578,105,32,14,0
1087578,106,62,0,3
1087578,107,34,6,11
1087578,108,46,0,9
1087578,109,16,9,0
1087578,110,30,0,0
1087578,111,8,0,1
1087578,112,47,0,0
1087578,113,3,0,0
1087578,114,36,0,0
464038,0,67,0,0
464038,1,44,6,0
464038,2,66,20,0
464038,3,41,0,4
464038,4,58,14,18
464038,5,51,12,5
464038,6,49,1,0
464038,7,42,0,0
464038,8,108,4,3
464038,9,47,0,20
464038,10,83,10,6
464038,11,55,8,0
464038,12,9,9,7
464038,13,45,17,9
464038,14,97,0,0
