movieId,minute,neutral,positive,negative
6723592,53,41,13,0
6723592,54,78,13,16
6723592,55,88,13,15
6723592,56,11,3,0
6723592,57,59,10,3
6723592,58,48,8,13
6723592,59,90,10,3
6723592,60,45,0,16
6723592,61,86,0,7
6723592,62,53,0,0
6723592,63,80,23,7
6723592,64,20,0,15
6723592,66,10,3,6
6723592,67,118,16,4
6723592,68,111,0,7
6723592,69,67,0,6
6723592,70,78,21,7
6723592,71,32,7,19
6723592,72,16,4,8
6723592,73,16,0,0
6723592,74,13,0,0
6723592,75,6,0,9
6723592,77,4,0,0
6723592,78,35,0,4
6723592,79,8,0,8
6723592,80,32,0,0
6723592,81,10,1,0
6723592,82,26,9,0
6723592,83,83,19,17
6723592,84,46,1,0
6723592,85,100,4,13
6723592,86,120,0,22
6723592,87,140,9,2
6723592,88,106,16,11
6723592,89,167,10,10
6723592,90,46,3,7
6723592,93,21,0,7
6723592,94,20,0,18
6723592,95,148,6,4
6723592,96,76,0,24
6723592,97,106,8,6
6723592,98,98,9,23
6723592,99,43,1,26
6723592,100,39,13,0
6723592,101,5,0,0
6723592,103,6,0,0
6723592,105,70,3,0
6723592,106,109,3,11
6723592,107,116,15,24
6723592,108,133,0,26
6723592,109,108,13,17
6723592,110,86,12,7
6723592,111,44,8,45
6723592,112,131,16,30
6723592,113,68,8,38
6723592,114,102,10,6
6723592,115,120,7,16
6723592,116,78,4,0
6723592,117,91,9,7
6723592,118,115,7,44
6723592,119,52,3,0
6723592,120,5,0,0
6723592,121,34,7,5
6723592,123,51,15,6
6723592,124,17,0,5
6723592,125,43,0,0
6723592,126,31,4,7
6723592,127,72,5,5
6723592,128,8,15,0
6723592,129,74,3,9
6723592,130,91,7,18
6723592,131,81,9,24
6723592,132,42,13,0
6723592,133,24,18,0
6723592,134,28,3,10
6723592,135,59,1,3
6723592,136,17,10,20
6723592,137,10,0,3
6723592,138,33,6,5
6723592,139,54,19,3
6723592,140,78,3,10
6723592,141,91,21,2
6723592,142,89,7,1
6723592,143,94,2,14
372784,0,13,0,0
372784,1,11,4,4
372784,2,2,0,32
372784,3,37,0,7
372784,4,93,19,29
372784,5,81,7,22
372784,6,6,0,0
372784,8,10,0,15
372784,9,37,11,21
372784,10,62,10,4
372784,11,99,8,20
372784,12,0,5,0
372784,13,42,17,8
372784,14,11,4,0
372784,15,14,10,0
372784,16,51,3,18
372784,17,41,12,29
372784,18,49,0,31
372784,19,18,17,30
372784,20,72,14,37
372784,21,116,24,18
372784,22,41,17,0
372784,23,94,7,22
372784,24,74,30,21
372784,25,46,0,2
372784,26,111,31,6
372784,27,60,11,15
372784,28,59,0,4
372784,29,134,0,14
372784,30,53,7,0
372784,31,32,16,31
372784,32,15,11,48
372784,33,10,0,35
372784,34,10,0,19
372784,35,7,1,5
372784,36,39,22,30
372784,37,83,13,26
372784,38,29,10,0
372784,41,54,29,14
372784,42,96,33,22
372784,43,103,11,13
372784,44,33,20,7
372784,46,7,0,0
372784,47,110,22,17
372784,48,109,12,10
372784,49,101,21,0
372784,50,114,0,12
372784,51,74,11,8
372784,52,49,0,0
372784,53,77,7,9
372784,54,46,11,0
372784,55,14,8,9
372784,56,102,15,3
372784,57,77,0,0
372784,58,139,0,13
372784,59,4,0,10
372784,60,21,21,3
372784,61,3,12,1
372784,62,0,0,8
372784,63,2,3,5
372784,64,31,6,9
372784,65,29,0,9
372784,66,136,9,3
372784,67,113,15,7
372784,68,32,3,12
372784,69,78,36,2
372784,70,65,10,10
372784,71,107,6,15
372784,72,107,0,16
372784,73,79,0,12
372784,74,51,0,18
372784,75,108,0,8
372784,76,19,0,5
372784,77,21,0,0
372784,78,26,0,2
372784,79,12,3,8
372784,80,131,7,0
372784,81,134,17,4
372784,82,8,12,0
372784,83,65,20,11
372784,84,91,0,11
372784,85,85,23,0
372784,86,30,8,1
372784,87,51,12,5
372784,88,40,0,6
372784,89,43,0,0
372784,90,72,0,9
372784,91,10,0,3
372784,92,22,2,1
372784,93,24,2,3
372784,94,48,5,0
372784,95,12,0,0
372784,96,40,0,7
372784,97,16,9,0
372784,98,116,5,15
372784,99,75,13,10
372784,100,86,20,6
372784,101,47,15,3
372784,102,140,6,1
372784,103,54,19,4
372784,104,81,29,0
372784,105,84,10,5
372784,106,109,3,12
372784,107,79,19,27
372784,108,61,25,9
372784,109,65,0,3
372784,110,31,0,0
372784,111,79,5,11
372784,112,69,11,0
372784,113,25,0,7
372784,114,12,2,0
372784,115,115,0,13
372784,116,28,10,11
372784,117,38,0,3
372784,118,32,0,20
372784,119,4,0,0
372784,120,32,0,10
372784,121,19,0,1
372784,122,23,2,3
372784,123,31,18,7
372784,125,88,19,3
372784,126,33,17,17
372784,127,43,4,10
372784,128,14,11,11
372784,129,57,18,7
372784,130,54,0,5
154506,1,25,5,3
154506,2,110,0,2
154506,3,104,21,14
154506,4,72,0,6
154506,5,57,6,8
154506,6,13,1,0
154506,7,30,28,3
154506,8,118,33,17
154506,9,92,13,1
154506,10,14,18,0
154506,11,59,7,0
154506,12,157,21,0
154506,13,147,4,7
154506,14,140,0,11
154506,15,89,25,0
154506,16,127,24,20
154506,17,0,3,0
154506,18,95,18,9
154506,19,42,7,10
154506,20,109,22,10
154506,21,42,19,45
154506,22,81,16,5
154506,23,61,0,8
154506,24,182,0,9
154506,25,30,0,6
154506,26,39,3,0
154506,27,119,0,17
154506,31,49,4,0
154506,32,18,0,4
154506,33,15,8,0
154506,34,149,0,11
154506,35,129,7,15
154506,36,77,10,1
154506,37,97,3,0
154506,40,10,0,0
154506,41,114,16,13
154506,42,161,22,22
154506,43,93,1,10
154506,46,4,0,0
154506,47,103,13,0
154506,48,145,9,27
154506,49,13,0,0
154506,51,89,0,12
154506,52,128,17,6
154506,53,125,0,1
154506,54,71,22,0
154506,55,111,14,6
154506,56,20,0,8
154506,57,13,0,0
154506,58,167,30,6
154506,59,92,2,16
154506,60,8,0,0
154506,61,113,12,24
154506,62,143,0,14
154506,63,117,0,0
154506,64,96,0,0
154506,65,132,12,0
154506,66,113,0,24
154506,67,66,1,4
1375666,0,10,0,0
1375666,2,54,0,6
1375666,3,145,30,14
1375666,4,16,0,0
1375666,5,55,20,16
1375666,6,28,9,8
1375666,7,2,0,3
1375666,8,35,1,33
1375666,9,42,0,2
1375666,10,12,0,1
1375666,11,50,0,0
1375666,12,49,12,5
1375666,13,80,6,9
1375666,14,57,26,15
1375666,15,11,6,0
1375666,16,52,14,1
1375666,17,48,32,1
1375666,18,91,6,10
1375666,19,117,8,0
1375666,20,102,0,0
1375666,21,79,10,7
1375666,22,102,16,8
1375666,23,121,15,0
1375666,24,99,6,0
1375666,25,49,4,3
1375666,26,119,22,11
1375666,27,80,23,0
1375666,28,78,24,30
1375666,29,110,14,9
1375666,30,11,3,0
1375666,31,58,14,11
1375666,32,50,2,0
1375666,33,154,13,26
1375666,34,144,12,4
1375666,35,69,27,14
1375666,36,164,0,21
1375666,37,48,6,1
1375666,38,7,0,0
1375666,39,71,12,0
1375666,40,130,16,12
1375666,41,67,40,3
1375666,42,78,12,8
1375666,43,65,3,17
1375666,44,85,5,0
1375666,45,139,0,0
1375666,46,44,19,6
1375666,47,114,14,4
1375666,48,99,8,0
1375666,49,125,5,21
1375666,50,144,32,0
1375666,51,110,17,12
1375666,52,139,27,13
1375666,53,141,0,0
1375666,54,6,17,0
1375666,55,58,20,3
1375666,56,65,7,18
1375666,57,90,0,8
1375666,58,27,0,5
1375666,59,90,10,5
1375666,60,89,17,6
1375666,61,73,2,12
1375666,62,37,30,0
1375666,63,4,11,0
1375666,64,36,11,0
1375666,65,43,16,15
1375666,66,9,0,0
1375666,67,82,5,10
1375666,68,136,22,56
1375666,69,137,22,5
1375666,70,122,2,21
1375666,71,79,17,4
1375666,72,89,19,24
1375666,73,78,4,38
1375666,74,115,22,4
1375666,75,97,0,10
1375666,76,76,20,14
1375666,77,69,17,17
1375666,78,94,5,17
1375666,79,82,7,0
1375666,80,129,9,24
1375666,81,100,14,11
1375666,82,98,24,0
1375666,83,32,13,9
1375666,84,121,7,4
1375666,85,83,14,18
1375666,86,112,15,10
1375666,87,74,24,9
1375666,88,43,10,0
1375666,89,89,9,0
1375666,90,57,19,0
1375666,91,85,10,18
1375666,92,104,22,0
1375666,93,150,20,0
1375666,94,57,18,2
1375666,95,105,0,21
1375666,96,95,10,16
1375666,97,29,28,0
1375666,100,49,5,0
1375666,101,67,0,0
1375666,102,4,4,9
1375666,103,84,0,5
1375666,104,47,5,0
1375666,105,0,0,1
1375666,106,39,0,12
1375666,107,41,2,10
1375666,108,23,0,0
1375666,109,2,37,0
1375666,110,24,0,0
1375666,111,19,0,3
1375666,112,28,0,0
1375666,113,95,4,11
1375666,114,126,11,0
1375666,115,16,0,0
1375666,116,9,15,3
1375666,117,20,0,0
1375666,118,80,7,3
1375666,119,53,0,6
1375666,120,66,2,17
1375666,121,53,0,7
1375666,122,63,7,34
1375666,123,86,11,9
1375666,124,65,0,6
1375666,125,44,0,19
1375666,126,6,0,0
1375666,127,99,0,7
1375666,128,45,28,3
1375666,129,15,0,9
1375666,130,7,0,4
1375666,131,10,0,0
1375666,132,27,1,2
1375666,133,32,0,3
1375666,134,30,0,0
1375666,135,21,0,14
1375666,136,29,14,7
1375666,137,43,2,0
1375666,138,0,3,4
1375666,139,2,1,0
1375666,140,64,0,0
278504,4,40,4,0
278504,5,85,10,0
278504,6,109,9,0
278504,7,107,15,6
278504,8,103,0,10
278504,9,89,19,0
278504,10,77,15,0
278504,11,45,45,4
278504,12,72,18,7
278504,13,123,6,4
278504,14,97,9,21
278504,15,109,0,14
278504,16,8,6,12
278504,17,79,0,8
278504,18,58,48,12
278504,19,83,0,31
278504,20,76,2,11
278504,21,69,6,0
278504,22,91,6,25
278504,23,93,3,5
278504,24,50,15,0
278504,25,17,0,3
278504,26,5,0,0
278504,27,0,4,0
278504,28,42,0,7
278504,29,40,0,1
278504,30,86,0,19
278504,31,66,7,7
278504,32,43,3,26
278504,33,36,17,0
278504,35,22,20,16
278504,37,36,0,0
278504,38,80,20,11
278504,39,114,0,0
278504,40,83,8,22
278504,41,85,16,6
278504,42,76,11,7
278504,45,19,15,0
278504,46,44,0,10
278504,47,47,9,7
278504,48,6,0,0
278504,49,118,0,0
278504,50,77,0,20
278504,51,74,11,0
278504,52,54,15,11
278504,53,80,36,12
278504,54,46,33,41
278504,55,89,35,5
278504,56,67,27,0
278504,57,121,0,11
278504,58,62,1,20
278504,60,2,0,0
278504,64,25,0,14
278504,65,102,11,23
278504,66,36,0,0
278504,67,37,8,7
278504,68,71,25,6
278504,69,104,9,9
278504,70,68,16,46
278504,71,75,19,15
278504,72,99,25,9
278504,73,104,13,0
278504,74,41,10,9
278504,75,11,0,10
278504,76,100,21,32
278504,77,69,33,18
278504,78,34,62,18
278504,79,69,15,19
278504,80,105,0,0
278504,81,122,20,0
278504,82,85,11,40
278504,83,104,0,20
278504,84,48,44,23
278504,85,73,20,11
278504,86,24,9,0
278504,87,25,6,5
278504,88,24,4,0
278504,89,57,0,22
278504,90,51,0,17
278504,91,87,11,9
278504,92,43,8,35
278504,93,100,8,23
278504,94,27,6,8
278504,95,88,16,16
278504,96,39,26,1
278504,98,29,11,5
278504,99,111,0,10
278504,100,90,0,3
278504,101,115,0,0
278504,102,39,1,0
278504,104,30,4,10
278504,105,30,0,0
278504,106,45,0,0
278504,107,76,6,11
278504,108,58,0,6
278504,109,16,3,6
278504,110,6,0,0
278504,111,14,0,0
278504,112,32,4,3
816692,1,45,6,7
816692,2,71,0,10
816692,3,107,3,20
816692,4,124,0,0
816692,5,97,0,6
816692,6,61,1,0
816692,7,55,3,0
816692,8,55,2,6
816692,9,91,15,8
816692,10,146,0,6
816692,11,109,28,10
816692,12,153,10,8
816692,13,67,0,4
816692,14,39,0,0
816692,15,95,1,3
816692,16,106,12,13
816692,17,94,27,11
816692,18,20,0,0
816692,19,16,0,2
816692,20,0,0,4
816692,21,27,12,0
816692,22,62,9,0
816692,23,3,0,0
816692,24,33,0,0
816692,25,130,4,3
816692,26,115,31,0
816692,27,106,18,0
816692,28,81,0,23
816692,29,115,4,0
816692,30,142,0,10
816692,31,73,14,4
816692,32,137,0,0
816692,33,112,4,1
816692,34,117,7,5
816692,35,57,20,8
816692,36,100,5,7
816692,37,87,0,12
816692,38,75,0,0
816692,39,93,0,0
816692,40,36,15,0
816692,41,51,9,0
816692,42,41,19,4
816692,43,74,21,0
816692,44,69,13,0
816692,45,18,7,0
816692,46,8,7,0
816692,47,23,10,0
816692,48,42,18,1
816692,49,75,22,8
816692,50,48,15,19
816692,51,82,35,4
816692,52,86,15,18
816692,53,80,19,0
816692,54,80,18,0
816692,55,39,12,2
816692,56,67,0,0
816692,57,76,8,6
816692,58,129,13,0
816692,59,25,0,5
816692,60,33,0,3
816692,61,8,0,3
816692,62,145,0,8
816692,63,154,0,2
816692,64,177,11,0
816692,65,93,10,5
816692,66,76,9,0
816692,67,91,0,10
816692,68,21,6,1
816692,69,39,0,3
816692,70,58,0,14
816692,71,47,11,1
816692,72,13,0,2
816692,73,77,0,2
816692,74,121,11,6
816692,75,111,5,7
816692,76,86,13,3
816692,77,23,0,0
816692,78,87,12,0
816692,79,85,0,7
816692,80,57,10,21
816692,81,40,7,14
816692,82,84,0,0
816692,83,119,3,0
816692,84,105,0,0
816692,85,112,11,2
816692,86,104,21,8
816692,87,91,33,0
816692,88,68,12,6
816692,89,80,8,0
816692,90,53,6,10
816692,91,80,19,0
816692,92,36,20,8
816692,93,15,5,28
816692,94,23,0,2
816692,97,30,6,0
816692,98,52,10,13
816692,99,118,6,0
816692,100,69,18,26
816692,101,53,3,9
816692,102,122,4,6
816692,103,109,23,9
816692,104,42,28,14
816692,105,61,14,26
816692,106,133,11,0
816692,107,172,9,0
816692,108,82,18,0
816692,109,39,20,0
816692,110,79,14,2
816692,111,58,7,13
816692,112,98,0,11
816692,113,57,11,4
816692,114,68,0,10
816692,115,49,14,0
816692,116,56,13,3
816692,117,29,12,8
816692,118,63,0,0
816692,119,19,0,0
816692,120,52,0,6
816692,121,51,5,9
816692,122,57,3,0
816692,123,19,0,0
816692,124,5,0,0
816692,125,16,0,2
816692,126,69,0,7
816692,127,63,3,0
816692,128,45,4,0
816692,129,33,8,0
816692,130,18,2,0
816692,131,28,6,5
816692,132,43,0,0
816692,133,118,1,8
816692,134,112,18,18
816692,135,25,2,5
816692,136,54,0,2
816692,137,41,17,0
816692,138,65,1,0
816692,139,16,0,0
816692,140,2,0,0
816692,141,1,0,0
816692,142,8,0,3
816692,143,19,0,5
816692,144,32,0,2
816692,145,24,0,3
816692,146,12,3,7
816692,147,94,21,8
816692,148,87,0,0
816692,149,48,0,0
816692,150,87,15,6
816692,151,59,0,4
816692,152,19,0,0
816692,153,67,0,0
816692,154,13,0,0
816692,155,37,9,0
816692,156,93,15,4
816692,157,100,13,0
816692,158,49,36,15
816692,159,58,14,7
816692,160,25,6,4
816692,161,22,10,13
816692,162,16,0,5
816692,163,11,0,0
468569,1,53,0,15
468569,2,50,22,21
468569,3,31,1,18
468569,4,86,15,16
468569,5,71,2,0
468569,6,80,12,12
468569,7,98,5,2
468569,8,29,4,9
468569,10,46,9,6
468569,11,79,15,8
468569,12,84,9,19
468569,13,103,23,0
468569,14,103,21,19
468569,15,124,22,17
468569,16,99,14,10
468569,17,111,59,10
468569,18,90,19,15
468569,19,128,16,7
468569,20,177,10,12
468569,21,91,0,5
468569,22,154,0,13
468569,23,64,14,12
468569,24,88,0,17
468569,25,107,4,17
468569,26,112,0,0
468569,27,126,15,13
468569,28,103,13,0
468569,29,48,0,4
468569,30,73,15,4
468569,31,52,12,3
468569,32,129,17,0
468569,33,76,14,5
468569,37,36,0,0
468569,38,85,28,20
468569,39,98,25,5
468569,40,96,12,28
468569,41,85,8,0
468569,42,99,31,4
468569,43,76,0,0
468569,44,106,7,0
468569,45,122,7,0
468569,46,112,9,0
468569,47,138,15,4
468569,48,70,0,6
468569,49,58,8,0
468569,50,51,17,18
468569,51,89,15,10
468569,52,21,0,8
468569,53,137,7,11
468569,54,133,4,15
468569,55,33,0,0
468569,56,52,0,9
468569,57,112,7,0
468569,58,61,7,1
468569,59,114,2,6
468569,60,33,0,0
468569,61,100,7,0
468569,62,32,4,0
468569,63,43,8,15
468569,64,70,3,1
468569,65,63,51,0
468569,66,112,5,0
468569,67,70,24,13
468569,68,96,0,16
468569,69,47,5,0
468569,70,103,0,19
468569,71,75,19,43
468569,72,78,15,14
468569,73,106,32,5
468569,74,49,5,5
468569,75,30,0,4
468569,76,27,0,7
468569,77,9,0,0
468569,78,25,7,5
468569,79,29,4,0
468569,80,4,7,0
468569,81,38,0,2
468569,82,60,12,8
468569,83,77,24,7
468569,84,63,9,23
468569,85,25,8,0
468569,86,75,0,12
468569,87,83,4,13
468569,88,96,13,10
468569,89,99,11,10
468569,90,77,0,7
468569,91,44,30,22
468569,92,118,4,2
468569,93,61,19,0
468569,94,46,10,20
468569,95,66,5,6
468569,96,31,0,0
468569,97,69,35,0
468569,98,65,32,15
468569,99,32,5,1
468569,100,67,0,17
468569,101,66,3,15
468569,102,92,3,6
468569,103,116,37,1
468569,104,133,7,5
468569,105,70,13,0
468569,106,50,15,0
468569,107,37,3,0
468569,108,114,5,4
468569,109,105,11,6
468569,110,44,2,21
468569,111,53,0,0
468569,112,4,0,0
468569,113,153,6,13
468569,114,44,12,0
468569,115,76,6,17
468569,116,126,0,8
468569,117,102,0,0
468569,118,81,19,13
468569,119,51,6,0
468569,120,47,32,2
468569,121,100,4,2
468569,122,109,17,0
468569,123,146,9,0
468569,124,100,32,0
468569,125,52,9,7
468569,126,40,0,18
468569,127,51,1,8
468569,128,39,0,18
468569,129,31,0,0
468569,130,53,4,15
468569,131,36,7,11
468569,132,36,5,10
468569,133,42,17,0
468569,134,104,10,5
468569,135,34,10,5
468569,136,71,16,33
468569,137,54,30,18
468569,138,52,19,30
468569,139,24,5,14
468569,140,0,16,0
468569,141,38,28,14
468569,142,66,20,12
468569,143,37,13,0
468569,144,15,5,0
1345836,1,46,26,11
1345836,2,70,8,5
1345836,3,52,5,24
1345836,4,18,6,0
1345836,5,18,0,5
1345836,6,49,4,15
1345836,7,141,20,6
1345836,8,58,2,10
1345836,9,122,0,0
1345836,10,115,14,12
1345836,11,56,7,9
